SYMBOL,NAME OF COMPANY
ONIX SOLAR ENERGY LIMITED,ONIXSOLAR
Oricon Enterprises Ltd.,ORICONENT
Gujarat Wedge Wire Screens Ltd.,GUJWDGE
Metalman Industries Ltd,METAI
"Pioneer Alloy Castings Ltd.,",PIOALOY
BALASORE ALLOYS LTD,BALASORE
Acrow (India) Ltd.,ACROW
STI India Ltd.,STINDIA
TechTrek India Limited,TECHTREK
"Sri Ramkrishna Steel Indus. Ltd.,",SRAMSTLDM
Steel Strips Infrastructures Limited,STLSTRINF
Steelage Industries Ltd,STELAGE-B
"R.G. Ispat Ltd.,",ZRGISPAT
National Steel & Agro Industries Ltd.,NATNLSTEEL
K.R. Steel Union Ltd,KRSTLDM
Annapurna Foils Ltd.,ANNFODM
MEK Slotted Angles (India) Ltd,MEKSOLT
G.M. Mittal Stainless Ltd,GMMITAL
Anupama Steel Ltd,ANUPAST
Hoganas India Ltd.,HOGANDM
RMI Steels Ltd,RMISTEL
Uttam Galva Steels Ltd.,UTTAMSTL
"Shri Ishar Alloy Steels Ltd.,",SRIISHR
Pennar Industries Ltd.,PENIND
Indian Charge Chrome Ltd,INDCHR
Choksi Tube Co. Ltd.,CHOKSITUQ
MSL Industries Ltd.,MSLIND
Kanthal India Limited.,KANTHDM
Jyoti Structures Ltd.,JYOTISTRUC
Jay Ushin Ltd.,JAYUSH
Orissa Extrusions Ltd.,OREXTR
Steel Strips & Wheels Ltd,SSWL
Mukesh Steels Ltd.,MUKESTL
Man Industries (India) Ltd,MANINDS
Hindustan Ferro And Industries Ltd.,HINFIND
Super Forgings & Steels Ltd.,SUPERFORGE
Thapar Ispat Ltd.,THPRISP-B
G.K. Steel & Allied Industries Limi,GKSTLALDM
Premier Pipes Limited,PREMPIPES
IMEC SERVICES LIMITED,IMEC
"Sangam Aluminium Ltd.,",SNGMALM
"Jalan Ispat Castings Limited,",JALNISP
Modern Steels Limited,MDRNSTL
TERRASCOPE VENTURES LIMITED,TERRASCOPE
Synthiko Foils Ltd.,SYNTHFO
Golkonda Aluminium Extrusions Ltd,GOLKONDA
"Atma Steels Limited,",ATMASTL
"Kusum Ingots & Alloys Ltd.,",KUSMINV
Ambuja Electrocastings Ltd,AMBJELE
Tamilnadu Sponge Ltd.,TAMSPON
GSAL (India) Ltd,GSALIND
Dhatu Sanskar Ltd.,DHTUSNK
Bhuwalka Steel Industries Ltd.,BHUWALST
Metalyst Forgings Limited,METALFORGE
Gujarat Toolroom Ltd.,GUJTLRM
Grand Foundry Ltd.,GFSTEELS
"Jalan Forgings Ltd.,",JALNFRG
Ajmera Realty & Infra India Limited,AJMERA
"SKS Ltd.,(formerly Shri Kris.Str.)",SRKRSTR
Cochin Minerals & Rutile Ltd.,COCHINM
Marmagoa Steels Ltd.,MRMGAST
Ambuja Zinc Ltd.,AMBJZNC
Parab Infra Limited,PARINFRA
India Steel Works Ltd,ISWL
Varahi Diamonds & Finance Ltd.,VARAHI
KRISHANVEER FORGE LIMITED,KVFORGE
Carborundum Universal Ltd.,CARBORUNIV
MMTC Ltd.,MMTC
Dharmadeep Powerdive Industries Ltd,DHAPOWR
Indian Seamless Steels & Alloys Ltd,INSSADM
Dhatu Forge Ltd.,DHTUFRG
Singhal Swaroop Ispat Ltd,SNGHLSW-B
"Nova Steel (India) Ltd.,",NOVST
Vallabh Steels ltd,VALLABHSQ
Orde Industries Ltd,ORDEIND
Ashiana Ispat Limited,ASHIS
P.M. Telelinnks Limited,PMTELELIN
Pennar Aluminium Co. Ltd,PENNARALUM
Raj Irrigation Pipes & Fittings Ltd,RAIPF
Rajinder Alloys Ltd,RAJINAL
Alcobex Metals Ltd,ALCOBMT-B
Splendid Metal Products Limited,SMPL
Smiths & Founders (India) Limited,SMFIL
Ladam Steels Limited,LADAMST
Bloom Industries Ltd,BLOIN
Ellora Steels Limited,ELLOSTL
TRINETRA CEMENT LIMITED,TRINETRA
Maitri Enterprises Limited,MAITRI
Tata Metaliks Ltd,TATAMETALI
Shah Alloys Limited,SHAHALLOYS
Rajasthan Ambuja Industries Ltd,RAJAMBI
Anik Steels Ltd,ANIKSTL
Sweatamber Steels Ltd,SWETAST
JSW ISPAT SPECIAL PRODUCTS LIMITED,JSWISPL
Ganesh Foundry & Castings Ltd,GANFNDR
Mardia Copper Products Ltd.,MRDIACO
Elango Industries Ltd,ELANGO
Kanishk Steel Industries Ltd,KANSHST
Asian Alloys Ltd.,ASIANAL-B
Mahalaxmi Seamless Ltd.,MAHALXSE
Samana Steels Ltd.,SAMNAST
Usha Iron & Ferro Metals Corporatio,USHAIRN
Denholm Steels Ltd.,DENHSTLDM
Simplex Castings Ltd.,SIMPLEXCAS
Shatrunjay Extrusions Ltd.,STRNJAY
Saurabh Alloy Castings Ltd.,SAURALL
Rakan Steels Ltd,RAKSTEL
Uni Metal Alloys Ltd.,UNIMETA
Trident Steels Ltd.,TRIDSTLDM
Shree Steel Wire Ropes Ltd.,SSWRL
Gujarat Concast Ltd.,GUJCONC
Aslo Steel Ltd.,ASLOSTL
SIZEMASTERS TECHNOLOGY LIMITED,SIZEMASTER
Southern Magnesium And Chemicals Lt,SOUTHMG
Charminar Steels Ltd.,CHARMST
Baroda Extrusion Ltd.,BAROEXT
Jay Agrochem Ltd.,JAYAGRO
Star Precision Electronics (India),STARELE
Gujarat Containers Ltd.,GUJCONT
Kalyani Forge Ltd.,KALYANIFRG
Panchmahal Steel Ltd.,PANCHMAHQ
Aditya Ispat Ltd.,ADITYA
S.R.Industries Ltd.,SRIND
Steelcast Ltd.,STEELCAS
PITTI ENGINEERING LIMITED,PITTIENG
Punjab Iron & Steel Co. Ltd.,PUNIRST
Shreeji Industries Ltd.,SHREGRN
Glittek Granites Ltd.,GLITTEKG
Stelco Strips Ltd.,STELCOST
Pradeep Metals Ltd.,PRADPME
Vardhman Industries Ltd,VARDHINDQ
Gujarat Natural Resources Limited,GNRL
Tamilnadu Steel Tubes Ltd.,TNSTLTU
Jay Iron & Steels Industries Ltd,JAYIRST
Mardia Samyoung Capillary Tubes Co.,MSCTC
Sharda Ispat Ltd.,SHRDAIS
Mahamaya Steel Industries Limited,MAHASTEEL
Spearhead Metals & Alloys Ltd.,SERHDMT
Real Strips Ltd.,REALSTR
Viraj Alloys Ltd.,VIRAJAL
Mithila Steel Industries Ltd.,MITHIMJ
Nova Iron & Steel Ltd.,NOVIS
Rathi Industries Ltd.,RATHIMJ
Vishwas Steels Ltd.,VISHWAST
Sterling Powergensys Limited,STERPOW
Mid West Iron And Steel Co. Ltd.,MIDWEIR
Foundry Fuel Products Ltd.,FFPL
S.B.& T.International Ltd.,SB&TINTL
Standard Chrome Ltd.,STACH
Gleitlager (India) Ltd.,GLEITLAI
Surana Industries Ltd.,SURANAIND
Hindustan Copper Ltd.,HINDCOPPER
Malhotra Steel Industries Ltd.,MALHOST
Moira Wires Ltd.,MORWIRE
Srikalahasthi Pipes Limited,SRIPIPES
Sri Vasavi Industries Ltd.,SRIVASAV
Pithampur Steels Ltd.,PITHMST
Presha Metallurgical Ltd,PRESHAMET
Shivalik Loha Mills ltd.,SHIVLOH
Inlac Granston Ltd.,INLACGR
Global Arya Industries Ltd.,GLOARYA
Smelters (India) Ltd.,SMELTER
Kusum Iron & Steel Ltd,KUSIS
Krishna Ferro Products Ltd.,KRISFEP
Tulsyan NEC Ltd,TULSYAN
Rajesh Malleables Ltd,RAJMALL
Dhar Industries Ltd.,DHARIND
Pan Auto Ltd.,PANAUTO
Talavadi RocK & Mineral Products Lt,TALVROC
Natural Stone Exports Ltd.,NATUSTO
H.J.S.Stones Ltd.,HJSSTON
Axel Polymers Ltd.,AXELPOLY
Balaji Steel Tubes And Pipes Ltd,BALAJST
Dewan Steels Ltd.,DEWNSTL
Marg Projects and Infrastructure Limited,MARGPROIN
Century Sheet Metals (India) Ltd.,CENTSHT
Mideast Integrated Steels Ltd.,MIDEINT
NLC India Limited,NLCINDIA
Multi Arc India Ltd.,MULTIARC
Spectra Industries Ltd.,SPECTRA
JMT Auto Ltd,JMTAUTOLTD
KIC Metaliks Ltd.,KAJARIR
Siddhi Vinayak Metal Company Ltd.,SIDVIME
Singh Alloys & Steel ltd.,SINGALLDM
Solid Stone Company Ltd.,SOLIDSTON
Aachal Alloys Ltd.,AACHALL
Kumar Wire Cloth Manufacturing Co.,KUMARWI
Vardhaman Wires & Polymers Ltd.,VARDWIR
Mardia Steel Ltd.,MARDIAST
Shilp Gravures Ltd.,SHILGRAVQ
Kitti Steels Ltd.,KITTIST
White Organic Agro Limited,WHITEORG
Valley Abresives Ltd.,VALLYAB
Sarovar Metallwerke Industries Ltd.,SAROMET
MFS Intercorp Limited,MFSINTRCRP
HG INDUSTRIES LIMITED,HGIND
C.V.Steels Ltd.,CVSTEEL
Ranjeev Alloys Ltd.,RANJEEV
Aro Granite Industries Ltd.,AROGRANITE
J.G.Foundry Limited.,JGFOUMT
Shree Pomani Metals & Alloys Ltd.,SHPOMMT
RUDRA ECOVATION LIMITED,RUDRAECO
Gujarat Filaments Ltd.,GUJFILA
Parasrampuria Synthetics Ltd.,PRSRSYN-B
"Bindal Textile Mills Ltd.,",BINDLTX
Rajkamal Synthetics Ltd.,RAJKSYN
Deepak Spinners Ltd.,DEEPAKSP
"Sharda Textile Mills (India) Ltd.,",SHRDATX
JBF Industries Ltd.,JBFIND
Loyal Textiles Mills Ltd,LOYALTEX
AKC Synthetics Ltd.,AKCSYNT
Parasrampuria Industries Ltd.,PRSRIND
Himatsingka Seide Ltd.,HIMATSEIDE
BSL Ltd.,BSL
Adhunik Synthetics Ltd,ADHUSYN
MARKOBENZ VENTURES LIMITED,MARKOBENZ
"Trimurti Synthetics Ltd.,",TRIMSYN
Rajasthan Polyesters Ltd.,RAJPOLY
"Krimpex Synthetics Ltd.,",KRIMPEX
P.B.M. Polytex Ltd.,PBMPOLY
"Fusion Polymer Ltd.,",FUSPOLY
Adinath Textiles Ltd.,ADINATH
Oasis Textiles Ltd,OASISTEX
Gupta Synthetics Ltd.,GUPTSYN
Eskay K'n'IT (India) Ltd,ESKAY
Arihant Cotsyn Ltd.,ARIHANTCOT
Konark Synthetics  Ltd,KONARKSY
"Aryan Finefab, Ltd.,",ARYNFFB-B
Suryalata Spinning Mills Ltd.,SURYALA
Suryavanshi Spinning Mills Ltd.,SURYVANSP
T T Ltd,TTL
Uniworth Ltd.,UNIWORTH
Lakshmi Synthetic Machinery Mfrs. L,LKSHSYN-B
Shamken Multifab Ltd.,SHAMKMUL
"Vee kay Fibres Ltd.,",VKAYFIBDM
Mahendra Petrochemicals Ltd.,MAHENPET
WELSPUN LIVING LIMITED,WELSPUNLIV
Indian Acrylics Ltd,INDIANACRY
Ganesha Ecosphere Limited,GANECOS
Ceeta Industries Ltd.,CEETAIN
Vardhman Polytex Ltd.,VARDMNPOLY
Rishabh Special Yarns Ltd,RISHYRN
Punjab Fibres Ltd.,PUNFIBR
Black Rose Industries Ltd,BLACKROSE
Shatex Industries Ltd,SHATEX
Keswani Synthetics Industries Ltd,KESWASY
Bhiwani Denim & Apparels Ltd,BHIWDEN
S & T Corporation Limited,STCORP
Bala Techno Industries Limited,BALATECIN
"Maruti Syntex (India) Ltd.,",MARUTISDM
Lohia Polyester Ltd.,LOHIAPL
"Libra Filaments Ltd.,",LIBRAFL
"Nufab Industries Ltd.,",NUFABID
Shamken Cotsyn Limited,SHAMKENC
Sumeet Industries Ltd,SUMEETINDS
Mikado Textile Ind Ltd,MKDOTEX
Binny Ltd.,BINNY
"Sree Meenakshi Mills, Ltd.",ZSRMEENDM
Nahar Fibres Ltd.(amlg.with Nahar Exports Ltd.),NHRFBDM
K-Lifestyle & Industries Limited,KLIFESTYL
Ramgopal Polytex Ltd,RAMGOPOLY
Kayel Syntex Limited,KAYELSY
Madhumilan Syntex Ltd,MADHUMI-B
Chandra Synthetics Ltd,CHANDSY
Sangam (India) Ltd,SANGAMIND
TTL ENTERPRISES LIMITED,TTLEL
MKVENTURES CAPITAL LIMITED,MKVENTURES
Kush Industries Limited,KUSHIND
MH Mills & Industries Ltd,MHMLIND
Silkon Silk Mills (Export) Ltd.,SILKONS
Eastern Silk Industries Ltd.,EASTRNSI
Sree chem Resins Ltd,SRECR
Maya Spinners Ltd,MAYASPN
Girnar Fibres Ltd,GIRNFIB
Enkay Texfoods Industries Ltd.,ENKTEXFOOD
Hytone Texstyles Ltd,HYTONE
Surbhi Industries Limited,SURBHIN
Ankit Yarns Limited,ANKITYN
Seasons Textiles Ltd,SEASONST
Zenith Fibres Limited,ZENIFIB
Subhakti Textiles Ltd,SUBHTXT
Amar Polyesters Ltd,AMARPLY
Bhilwara Spinners Ltd,BHILSPIN
Aarvee Denims & Exports Ltd.,AARVEEDEN
Gujarat Narmada Knit Wear Ltd,GJKNIT
Sanrhea Technical Textiles Ltd.,SANTETX
Uniworth International ltd.,UNIIN
Gee Kay Textiles Ltd.,GKAYTEX
Ashima Ltd,ASHIMASYN
Indian Polyfins Ltd,INDPLYF
Kareems Spun Silk Ltd.,KREMSPN
Haryana Texprints (Overseas) Limited,HARYANATEX
Integral Knit Co. Ltd.,INTEGRAL
Pioneer Embroideries Ltd.,PIONEEREMB
Vippy Spinpro Ltd.,VIPPYSP
S.Kumars Nationwide Ltd.,SKUMARN
Garlon Polyfab Industries Ltd.,GARLNIN
Hanjer Fibres Ltd.,HANJFIB
"Patodia Textile Industries Ltd.,",PATEXTI
Jaihind Synthetics Ltd.,JAIHINDS
Yangir Synthetics Ltd.,YNGIRSY
Raghuvir Synthetics Ltd.,RAGHUSYN
Jattashankar Industries Limited,JATTAINDUS
Kamadgiri Fashion Limited,KAMADGIRI
Omnitex Industries (India) Ltd.,OMNITEX
Patspin India Ltd.,PATSPINLTD
Nachmo Knitex Ltd.,NACHKNIT
ONE GLOBAL SERVICE PROVIDER LIMITED,ONEGLOBAL
Neo Infracon Ltd.,NEOINFRA
Divya Enterprises ltd,DIVYENT
GENESIS IBRC INDIA LIMITED,GENESIS
Aditya Polymers ltd.,ADITYPL
Arun Mantex Ltd.,ARNMNTX
Binaca Synthetics Resins Ltd.,BINASYN
Baroda Polyplast Ltd.,BAROPOL
Winsome Yarns Ltd.,WINSOME
Sstella Silks Ltd.,SSTSILKS
Paro Syntex Ltd.,PAROSYN
Premier Polyfilm Ltd.,PREMIERPOL
EVERLON FINANCIALS LIMITED,EVERFIN
K&R RAIL ENGINEERING LIMITED,KRRAIL
Orient Fabritex Ltd.,ORIEFAB
Mukund Syntex Ltd.,MUKSYNT
Citizen Yarns Ltd.,CITIZYN
Harsh Polymers (India) Ltd.,HARPOLY
Ushma Polymers Ltd.,USHMAPL
Jaipur Syntex Ltd.,JAIPSYN
Yarn Syndicate Ltd.,YARNSYN
Maikaal Fibres Ltd.,MAIKALFI
Uniroll Leather India Ltd.,UNIRLEA
Gujarat Cotex Ltd,GUJCOTEX
Karan Industries Ltd.,KARNIND
Jai Mata Industries Ltd.,JAIMI
Atlas Jewellery India Limited,AJIL
Arm Polymers Ltd.,ARMPOLY
Sheetal Filaments Ltd.,SHEETFI
Garware Synthetics Ltd.,GARWSYN
ECO HOTELS AND RESORTS LIMITED,ECOHOTELS
Krishna Synthetics Ltd.,KRISSYN
Neo Intex Mills Ltd.,NEINTEX
Orton Synthetics Ltd.,ORTOSYN
Toor Spinners Ltd.,TOORPSY
SARUP INDUSTRIES LIMITED,SARUPINDUS
Oxford Industries ltd.,OXFORDIN
"Kamaldeep Synthetic Ltd.,",KAMALDS
Mangalam Organics Limited,MANORG
Sharadha Terry Products Ltd.,SDHATER
Hindustan Adhesives Ltd.,HINDADH
Rajratan Synthetics Ltd.,RAJRS
Novotex Industries Ltd.,NTEXINDDM
RSL Industries Ltd.,RSLINDU
Kongarar Integrated Fibres Ltd.,KONGINT
Superior Sox Ltd,SUPSOXL
Blue Pearl Agriventures Limited,BPAGRI
Sri KPR Industries Ltd,SRIKPRIND
LS Industries Limited,LSIND
Jyoti Resins & Adhesives Ltd,JYOTIRES
Mahalaxmi Rubtech Ltd.,MHLXMIRU
Adhunik Yarns Ltd.,ADHUYRN
Southern Latex Ltd.,SOUTLAT
Shaan Interwell (India) Ltd.,SHANINT
Oswal Yarns Ltd.,OSWAYRN
Tai Chonbang Textile Industries Ltd,TAICHONG
Essjay Synthetics Ltd.,ESSJSYN
Winsome Textile Industries Ltd,WINSOMTX
Filaments India Ltd.,FILAMENT
Fair Deal Filaments Ltd.,FAIRDSY
Akai Impex Ltd.,AKAIMPX
Terrygold (India) Ltd.,TERRYGOL
Arihant Threads Ltd.,ARIHANTRED
Asahi Industries Limited,ASAHIIND
Thambbi Modern Spinning Mills Ltd.,THAMBBI
Polygenta Technologies Ltd.,POLTC
Sarda Information Technology Ltd,SARDAINF
India Polyspin Ltd.,INDPOLYS
Mangalam Ventures Limited,MANGALVEN
Shree Shyam Fabrics Ltd.,SHSHYAM
Spartek Ceramics India Ltd.,SPACI
Modern Insulators Ltd.,MODINSU
Unifrax India Ltd.,UNIFRAXINDM
Regency Ceramics Ltd,REGENCERAM
Victory Glass & Industries Ltd.,VICGLSS
"Wildon India Ltd.,",WILDONDM
Asahi India Glass Ltd.,ASAHIINDIA
Rock Copco Ltd.,ROCKCOP
Bell Ceramics Ltd,BELLCERA
Murudeshwar Ceramics Ltd.,MURUDCERA
"Metlex Ceramics Ltd.,",MTLXCER
Saint-Gobain Sekurit India Ltd.,SAINTGOBAIN
"Atul Glass Industries Ltd.,",ATULGLS
GMB Ceramics Ltd,ZGMBCERA
Anant Raj Limited,ANANTRAJ
Madhusudan Industries Ltd.,MADHUDIN
Grapco  Industries ltd.,GRPOGRN
Sand Plast (India) Ltd.,SANDPLS
Sri Vajra Granites Ltd.,SRIVAJRA
Restile Ceramics Ltd.,RESTILE
Deccan Granites Ltd.,DCCNGRN
Madhav Marbles & Granites Ltd.,MADHAV
Gee Gee Granites Ltd,GGGRAN
Vertical Industries Limited,VERTICLIND
Yenepoya Minerals & Granites Ltd.,YNPYMN
Charminar Granites Export Ltd,CHARMGR
Associated Marmo And Granites Ltd,ASSMRMO
CRB Corporation Ltd,CRBCORP
STI Granite India Limited,STIGRAN
U.P.Mineral Products Ltd.,UPMINRL
Comet Glass Ltd.,COMTGLS
Ramasigns Industries Limited,RAMASIGNS
Duckfin International Ltd.,DUCKFIN
Cana Glass Ltd.,CANAGLS
Philips Glass India Ltd,PHILIPSGLDM
Haryana Sheet Glass Ltd.,HARYANSHET
Hindusthan National Glass & Industr,HINDNATGLS
Haldyn Glass Limited,HALDYNGL
Hindustan Ceramics Ltd.,HINDCER
Himatsingka Auto Enterprises Ltd.,HIMATAUT
Tungabhadra Pulp & Board Mills Ltd.,TUNGPUL
DUROPLY INDUSTRIES LIMITED,DUROPLY
Mangalam Timber Products Ltd.,MANGTIMBER
Best Board ltd.,BESTBRD
Shreyans Industries Limited.,SHREYANIND
Agio Paper & Industries Limited,AGIOPAPER
Star Paper Mills Ltd.,STARPAPER
Shree Ambeshwar Paper Mills Ltd,SHREAMBP
PAKKA LIMITED,PAKKA
TAHMAR ENTERPRISES LIMITED,TAHMARENT
Sushila Pulp & Paper  Ltd1,SUSHLPU
R.N.Paper & Boards Limited,RNPAPER
Soma Papers & Industries Ltd.,SOMAPPR
Shree Industries Ltd,SHREEIN
Dadrawala Papers Ltd,DADRAWP
Nayagara Paper Products (I)Ltd.,NAYAPAP
Shefali Papers Ltd.,SHEFAPP
Nishant  Paper Mills Ltd.,NISHPAP
Bhutta Printing & Allied Industries,BUTAPRNDM
Rupal Laminates Ltd.,RUPALAM
Flora Wall Coverings Ltd.,FLORAWA
Jackard Products Ltd.,JACKPRD
National Plywood Industries Ltd.,NATPLY
Arrow Greentech Limited,ARROWGREEN
Mukerian Papers Ltd.,MUKPA
Crescent Colorcoat Systems Ltd.,CRESCOL
Vishnu Chemicals Limited,VISHNU
Rana Mohendra Papers Ltd,RANAMOH
Ador Technopak Ltd,ADORTECH
Jumbo Bag ltd.,JUMBO
Super Polyfabriks Ltd.,SUPEPOL
N.R.Agarwal Industries Ltd.,NRAIL
Vidhi Industries Ltd.,VIDHIIN
Shree Rajeshwaranand Paper Mills Lt,SRPML
Saurashtra Paper & Board Mills ltd.,SAURAPB-B
Watson Software Ltd.,WATSSOFT
3P LAND HOLDINGS LTD.,3PLAND
Sangal Papers Ltd.,SANPA
Ventura Textiles Ltd.,VENTURA
Conway Printers Ltd.,CONWAYP-BDM
Crest Paper Mills LTd.,CRESPAP
Shree Karthik Papers Ltd.,SHKARTP
South India Paper Mills Ltd.,STHINPA
FAMILY CARE HOSPITALS LIMITED,FAMILYCARE
B.K.Duplex Board Ltd.,BKDUPLEX
Birla Power Solutions Ltd.,BIRLAPOWER
"Pioneer Auto Lamps Ltd.,",PIONAUT
Vindhya Telelinks Ltd.,VINDHYATEL
Powerflow Ltd.,POWERFL
RIR POWER ELECTRONICS LIMITED,RIR
Ador Welding Ltd.,ADORWELD
International Data Managements Ltd.,IDM
Forward Securities ltd.,FORWSEC
Punsumi India Ltd.,PUNSUMI
RPG Cables Ltd.,RPGCAB
Salzer Electronics Ltd.,SALZERELEC
Jetking Infotrain Ltd.,JETKINGQ
Ind-Agiv Commerce Ltd.,INDAGIV
High Ground Enterprise Limited,HIGHGROUND
"Weston Components ltd.,",WSTNCOM
Aplab Ltd.,APLAB
PCS Technology Ltd.,PCS
VHEL Industries Ltd,VHELIND-B
Moser-Baer (India) Ltd.,MOSERBAER
Usha Martin Ltd.,USHAMART
Spark Plugs Company India Ltd,SPARKPL
Telephone Cables Ltd,TELECABL
Zenith Computers Ltd.,ZENITHCOMP
SPEL Semiconductor Ltd.,SPELS
Subros Ltd.,SUBROS
Edvenswa Enterprises Limited,EDVENSWA
Pervasive Commodities Limited,PERVASIVE
Honeywell Automation India Ltd.,HONAUT
Tektronix (India) Ltd,TEKTRON
"Solidaire India Ltd.,",SLDAIRE
ORG Informatics Ltd.,ORGINFO
National Switchgears Ltd.,NATNSWI
Switching Technologies Gunther Ltd.,SWITCHTE
Bee Electronic Machines Ltd,BEELE
"Elnet Limited,",ELNETLDM
Lumax Industries Ltd.,LUMAXIND
Tosha International Ltd,TOSHA
Hotline Teletube & Components Ltd.,HOTLINET
Onida Savak Ltd.,ONIDASAV
AKG Accoustics (India) Ltd.,AKGACCU
DIGISPICE TECHNOLOGIES LIMITED,DIGISPICE
Yokogawa India Ltd.,YOKOGAWA
"Incab Industries Ltd.,",INCAB
B.S. Refrigerators Ltd.,BPLREF
Sujana Universal Industries Ltd.,SUJANAUNI
Trend Electronics Limited,TRENDELEC
PAE LTd.,PAEL
Calcom Vision Ltd.,CALCOM
Dynavision Limited,DYNAVSN
Hindustan Powerplus Ltd.,HINDPOW
BCC Fuba India Ltd.,BCCFUBA
BST Ltd.,BST
Integra India Group Company Limited,INTEGRA
Professional Circuit Boards Ltd.,PROFCIR
Precision Electronics Ltd.,PRECISIO
Fine-line Circuits Ltd.,FINELINE
Protech Electromech Ltd,PRTHELE
Namtech Electronic Devices Ltd.,NAMTECHELE
HBL ENGINEERING LIMITED,HBLENGINE
S & S Power Switchgears Ltd.,S&SPOWER
Surya Murphy Richards Ltd.,SRYMRPH
Intron Ltd,INTRODM
Vijay Industries & Projects Ltd.,VIJAYIND
Transpower Engineering Ltd.,TRNSPEN
"V.P.Telecom Ltd.,",VPPOLYC
Autopal Industries Ltd.,AUTOPAL
Gujarat Poly Electronics Limited,GUJARATPOLY
Phoenix Lamps Limited,PHOENIXLL
Gujarat Industries Power Co. Ltd,GIPCL
Madras Hi-tech Circuits Ltd,MDHITCH
"Elcaps Capcitors Ltd.,",ELCAPCP
Salzer Controls Limited.,SALZCNTDM
Indo Asian Fusegear Ltd.,INDOASFU
MAGNUS RETAIL LIMITED,MAGNUS
CMC Limited,CMC
Supreme Conductors Ltd.,SPRMCON
CMI Limited,CMICABLES
Mukati Transformers Limit,MUKATITDM
Samvardhana Motherson International Limited,MOTHERSON
Modern Malleables Limited,MODMA
Mintage  Electro Equipments Ltd.,MINTAGE
Mindteck (India) Ltd,MINDTECK
Purvi Electronics Ltd.,PURVIEL
Digital World India Ltd.,DIGIWRDDM
Eider Electronic Industries Ltd.,EIDRELE
Havells India Limited,HAVELLS
ACI Infocom Ltd.,ACIIN
Elite Appliances Ltd.,ELITAPL
SBEC Systems (Ind) Ltd.,SBECSYS
Alacrity Electronics Ltd.,ALACRIEL
"Srishti Videocorp Limited,",SRSTENT-B
Incap Ltd,INCAP
Gujarat Intrux Limited,GUJINTRX
Mukesh Strips Ltd.,MUKSTRI
Opal Industries Ltd,OPAL
Electrex (India) Ltd.,ELEXT
Igarashi Motors India Ltd.,IGARASHI
Krisons Electronic System Ltd.,KRISOEL
Symphony Limited,SYMPHONY
Usha Udyog Ltd,USHAUDG
Gamma Infoway Exalt Ltd.,GAMIE
Vintron Informatics Ltd.,VINTRON
Ucal Power Systems Ltd.,UCALPWR
Pan Electronics India Ltd.,PANELEC
VXL Instruments Ltd.,VXLINSTR
Sun Source (India) Ltd.,SUNSOUI
Aditya Electro Communications Ltd.,ADITYEL
Toyama Electric Ltd.,TOYAMAQ
Shyam Telecom Ltd.,SHYAMTEL
Lee & Nee Softwares (Exports) Ltd.,LEENEE
Patels Airtemp (I) Ltd.,PATELSAI
Hartron Communications Ltd.,HARTNCO
Butterfly Gandhimathi Appliances Limited,BUTTERFLY
Integra Switchgear Ltd.,INTEGSW
Hartron Networks Ltd.,HARTNET
Athena Global Technologies Limited,ATHENAGLO
Narmada Macplast Drip Irrigation Sy,NARMP
Innovation Software Exports Ltd.,INSOE
Equipment Conductors & Cables Ltd.,EQUPCON
Dutron  Polymers Ltd.,DUTRON
Trans India Glass Ltd.,TRNINGL
R S Software India Ltd.,RSSOFTWARE
Magna Electro Castings Ltd.,MAGNAELQ
Arun Pipes Ltd.,ARUNPIPDM
Anco Communications Ltd.,ANCO
Linaks Microelectronics Ltd.,LINAKS
Odyssey Video Communications Ltd.,ODVDC
MARSONS LIMITED,MARSONS
World Digital Sound Ltd.,WORLDGT
Koa Tools India Ltd,KOATOOLIN
Datapro Information Technology Ltd.,DATAPRO
Elnet Technologies Ltd.,ELNET
Artech Power & Trading Limited,APTL
Micro Energy (India) Ltd,MICROEN
Indo Power Cables Ltd.,INDOPWR
Satkar Electronics Ltd.,SATKAR
Super Star Welding Industries Ltd.,SUPSTAW
STI Products India Ltd.,STIPROD
ACCEL LIMITED,ACCEL
Ricoh India Ltd.,RICOHQ
Websol Energy System Limited,WEBELSOLAR
Roto Pumps Ltd.,ROTO
ICES Software Ltd,ICESOFT
Gem Cables & Conductors Ltd.,GEMCABLE
TTK Prestige Ltd.,TTKPRESTIG
Dynavox Industries Ltd.,DYNIDUS-B
"Dighe Electronics Ltd.,",DIGHELE
Moti Electric Industries Ltd.,MOTIELE
D & H India Limited,DHINDIA
Leel Electricals Limited,LEEL
Rajratan Global Wire Ltd,RAJRATAN
Inditalia Refcon Ltd.,INDITALIA
SJB Tubes Ltd.,SJBTUBE
Surana Telecom And Power Limited,SURANAT&P
Rajvebh Electronics Ltd.,RAJVELE
Nivyah Infrastructure & Telecom Services Ltd,NIVINFRA
Onward Technologies Ltd.,ONWARDTEC
Digital Multiforms Ltd.,DIGIMULT
Nexus Software Ltd.,NEXUSSOF
Centum Electronics Ltd,CENTUM
Alfa Transformers ltd.,ALFATRAN
Starlite Components Ltd.,STARLITE
Advanced Micronic Devices Ltd.,ADVNCMIC
NHC FOODS LIMITED,NHCFOODS
PVP Ventures Ltd,PVP
Tina Electronics Ltd.,TINAELE
Trigyn Technologies Ltd.,TRIGYN
G.R.Cables Ltd.,GRCABLE
Ashco Niulab Industries Limited,ASHCONIUL
